,repair_date,repair_cafe_number,repair_cafe_name,country,kind_of_product,category,brand,repaired,repairability
150862,2019-11-21,122,Tours,FR,Diskette,Computer equipment / phones,Unknown/n.a.,no,2.0
150863,2019-11-21,122,Tours,FR,Waffle iron / Waffle maker,Household appliances electric,Unknown/n.a.,no,3.0
150864,2019-11-21,122,Tours,FR,Coffee maker,Household appliances electric,Unknown/n.a.,no,8.0
150865,2019-11-21,122,Tours,FR,Blender,Household appliances electric,Unknown/n.a.,no,2.0
150866,2019-11-21,122,Tours,FR,Vacuum cleaner,Household appliances electric,Unknown/n.a.,half,5.0
150868,2019-11-21,122,Tours,FR,Coffee maker,Household appliances electric,Unknown/n.a.,no,4.0
150869,2019-11-21,122,Tours,FR,Coffee maker,Household appliances electric,Unknown/n.a.,half,4.0
150870,2019-11-23,122,Tours,FR,Toaster,Household appliances electric,Unknown/n.a.,yes,3.0
150871,2019-11-23,122,Tours,FR,Television,Display and sound equipment,LG,no,3.0
150872,2019-12-14,122,Tours,FR,Electric kettle / Electric jug,Household appliances electric,Unknown/n.a.,no,1.0
150873,2019-12-14,122,Tours,FR,Toaster,Household appliances electric,Unknown/n.a.,no,1.0
150874,2020-02-15,122,Tours,FR,Dvd / video player,Display and sound equipment,Unknown/n.a.,yes,9.0
150875,2020-02-15,122,Tours,FR,Vacuum cleaner,Household appliances electric,Unknown/n.a.,half,6.0
150876,2020-10-19,122,Tours,FR,Electric kettle / Electric jug,Household appliances electric,Unknown/n.a.,yes,1.0
150877,2020-02-15,122,Tours,FR,Computer,Computer equipment / phones,Asus,half,3.0
150878,2020-02-15,122,Tours,FR,Electric kettle / Electric jug,Household appliances electric,Unknown/n.a.,no,1.0
150879,2020-02-15,122,Tours,FR,Television,Display and sound equipment,Technical,half,4.0
150880,2020-02-15,122,Tours,FR,Heating element,Other,Unknown/n.a.,yes,7.0
150881,2020-02-15,122,Tours,FR,Coffee maker,Household appliances electric,Unknown/n.a.,half,2.0
150882,2020-02-15,122,Tours,FR,Printer,Computer equipment / phones,Unknown/n.a.,no,1.0
150883,2020-02-15,122,Tours,FR,Amplifier,Other,Unknown/n.a.,no,3.0
150884,2020-02-15,122,Tours,FR,Food processor,Household appliances electric,Unknown/n.a.,half,3.0
150885,2020-02-15,122,Tours,FR,Coffee maker,Household appliances electric,Philips,half,4.0
150886,2020-02-15,122,Tours,FR,DVD player / recorder,Display and sound equipment,Unknown/n.a.,half,4.0
150887,2020-02-15,122,Tours,FR,Vacuum cleaner,Household appliances electric,Unknown/n.a.,half,4.0
150888,2020-02-15,122,Tours,FR,Printer,Computer equipment / phones,Canon,no,1.0
150889,2020-02-15,122,Tours,FR,Printer,Computer equipment / phones,Unknown/n.a.,no,1.0
150890,2020-02-15,122,Tours,FR,Electric knife,Household appliances electric,Unknown/n.a.,yes,6.0
150891,2020-02-15,122,Tours,FR,Toaster,Household appliances electric,Unknown/n.a.,no,1.0
150892,2020-02-15,122,Tours,FR,Dvd / video player,Display and sound equipment,Unknown/n.a.,no,1.0
150893,2020-02-15,122,Tours,FR,Vacuum cleaner,Household appliances electric,Unknown/n.a.,yes,5.0
150894,2018-04-21,122,Tours,FR,Computer,Computer equipment / phones,Unknown/n.a.,yes,5.0
150895,2018-04-21,122,Tours,FR,Dvd / video player,Display and sound equipment,Unknown/n.a.,yes,5.0
150896,2018-04-21,122,Tours,FR,Television,Display and sound equipment,Unknown/n.a.,no,1.0
150897,2018-04-21,122,Tours,FR,Vacuum cleaner,Household appliances electric,Unknown/n.a.,yes,5.0
150898,2019-12-14,122,Tours,FR,Boiler programmer,Other,Unknown/n.a.,no,1.0
150899,2020-10-19,122,Tours,FR,Vacuum cleaner,Household appliances electric,Unknown/n.a.,half,3.0
150900,2020-10-19,122,Tours,FR,Vacuum cleaner,Household appliances electric,Unknown/n.a.,no,7.0
150901,2020-10-19,122,Tours,FR,Printer,Computer equipment / phones,Unknown/n.a.,no,1.0
150902,2020-10-19,122,Tours,FR,Cushion / pillow,Textile,Unknown/n.a.,yes,9.0
150903,2019-12-14,122,Tours,FR,Trousers / pants,Textile,Unknown/n.a.,yes,9.0
150904,2019-12-14,122,Tours,FR,Video camera,Display and sound equipment,Canon,no,1.0
150905,2019-12-14,122,Tours,FR,Coffee maker,Household appliances electric,Unknown/n.a.,no,2.0
150906,2020-10-19,122,Tours,FR,Printer,Computer equipment / phones,Samsung,no,1.0
150907,2019-12-14,122,Tours,FR,Petrol stove,Other,Unknown/n.a.,no,1.0
150908,2019-12-14,122,Tours,FR,Touchpad / trackpad,Computer equipment / phones,Unknown/n.a.,half,10.0
150909,2020-01-19,122,Tours,FR,Coffee maker,Household appliances electric,Unknown/n.a.,half,2.0
150910,2020-01-19,122,Tours,FR,Television,Display and sound equipment,Toshiba,yes,3.0
150911,2019-12-19,122,Tours,FR,Television,Display and sound equipment,Unknown/n.a.,yes,3.0
150912,2019-12-19,122,Tours,FR,Coffee maker,Household appliances electric,Unknown/n.a.,no,3.0
150913,2019-12-14,122,Tours,FR,Video projector,Display and sound equipment,Unknown/n.a.,no,2.0
150914,2019-12-14,122,Tours,FR,Vacuum cleaner,Household appliances electric,Unknown/n.a.,yes,7.0
150915,2019-12-14,122,Tours,FR,Chair,Furniture,Unknown/n.a.,half,4.0
150916,2019-12-07,122,Tours,FR,Pressure washer / High-pressure cleaner / Jet washer,Tools electric,Kärcher,no,3.0
150917,2020-07-04,122,Tours,FR,Coffee maker,Household appliances electric,Bosch,no,1.0
150918,2020-07-04,122,Tours,FR,Iron,Household appliances electric,Unknown/n.a.,no,1.0
150919,2020-07-04,122,Tours,FR,Television,Display and sound equipment,Samsung,half,4.0
150920,2020-07-04,122,Tours,FR,Printer,Computer equipment / phones,Epson,yes,6.0
150921,2020-07-04,122,Tours,FR,Computer,Computer equipment / phones,Unknown/n.a.,half,4.0
150922,2020-07-04,122,Tours,FR,Stereoset / music centre,Display and sound equipment,Unknown/n.a.,yes,7.0
150923,2020-06-06,122,Tours,FR,Soup maker,Household appliances electric,Unknown/n.a.,yes,5.0
150924,2020-06-06,122,Tours,FR,Soup maker,Household appliances electric,Unknown/n.a.,yes,5.0
150925,2020-06-06,122,Tours,FR,Vacuum cleaner,Household appliances electric,Electrolux,yes,8.0
150926,2020-06-06,122,Tours,FR,Electric kettle / Electric jug,Household appliances electric,Riviera & Bar,no,7.0
150927,2020-06-06,122,Tours,FR,Radiant heater,Household appliances electric,Unknown/n.a.,yes,4.0
150928,2020-06-06,122,Tours,FR,Video camera,Display and sound equipment,Unknown/n.a.,no,1.0
150929,2020-06-06,122,Tours,FR,Printer,Computer equipment / phones,Canon,yes,5.0
150930,2020-06-06,122,Tours,FR,Pressure washer / High-pressure cleaner / Jet washer,Other,Kärcher,yes,3.0
150931,2020-06-20,122,Tours,FR,Pressure washer / High-pressure cleaner / Jet washer,Other,Kärcher,no,1.0
150932,2020-07-04,122,Tours,FR,Printer,Computer equipment / phones,Epson,no,2.0
150933,2020-10-20,122,Tours,FR,Steam cleaner,Household appliances electric,Vaporetto,yes,3.0
150934,2020-06-20,122,Tours,FR,Vacuum cleaner,Household appliances electric,Rowenta,yes,4.0
150935,2020-10-19,122,Tours,FR,Printer,Computer equipment / phones,Unknown/n.a.,half,6.0
150936,2020-06-20,122,Tours,FR,Computer,Computer equipment / phones,Unknown/n.a.,half,5.0
150937,2020-06-20,122,Tours,FR,Radiant heater,Other,Unknown/n.a.,yes,10.0
150938,2020-09-05,122,Tours,FR,Television,Display and sound equipment,Samsung,yes,4.0
150939,2020-10-19,122,Tours,FR,Electric drill / Power drill,Tools electric,Unknown/n.a.,yes,2.0
150940,2020-06-20,122,Tours,FR,Television,Display and sound equipment,Philips,yes,5.0
150941,2020-07-04,122,Tours,FR,Vacuum cleaner,Household appliances electric,Unknown/n.a.,yes,7.0
150942,2020-07-04,122,Tours,FR,Shoe,Other,Unknown/n.a.,yes,8.0
150943,2020-07-04,122,Tours,FR,Robotic vacuum cleaner,Household appliances electric,Unknown/n.a.,half,3.0
150944,2020-07-04,122,Tours,FR,Vacuum cleaner,Household appliances electric,Unknown/n.a.,yes,6.0
150945,2020-07-04,122,Tours,FR,Dvd / video player,Display and sound equipment,Unknown/n.a.,no,1.0
150946,2020-10-19,122,Tours,FR,Printer,Computer equipment / phones,Unknown/n.a.,yes,10.0
150947,2020-10-19,122,Tours,FR,Blender,Household appliances electric,Unknown/n.a.,yes,10.0
151061,2020-10-17,61,Blackdown Hills,GB,Chair,Furniture,Unknown/n.a.,yes,7.0
151062,2020-10-17,61,Blackdown Hills,GB,Chair,Furniture,Unknown/n.a.,yes,7.0
151063,2020-10-17,61,Blackdown Hills,GB,Chair,Furniture,Unknown/n.a.,yes,7.0
151064,2020-10-17,61,Blackdown Hills,GB,Table,Furniture,Unknown/n.a.,yes,7.0
151065,2020-10-17,61,Blackdown Hills,GB,Chair,Furniture,Unknown/n.a.,yes,7.0
151066,2020-10-17,61,Blackdown Hills,GB,Chair,Furniture,Unknown/n.a.,yes,7.0
151067,2020-10-17,61,Blackdown Hills,GB,Chair,Furniture,Unknown/n.a.,yes,7.0
151068,2020-10-17,61,Blackdown Hills,GB,Toy car,Toys electric,Tech Spec,yes,5.0
151069,2020-10-17,61,Blackdown Hills,GB,CD player / recorder,Display and sound equipment,Philips,yes,4.0
151070,2020-10-17,61,Blackdown Hills,GB,Television,Display and sound equipment,Samsung,yes,6.0
151071,2020-10-17,61,Blackdown Hills,GB,Pressure washer / High-pressure cleaner / Jet washer,Tools electric,Unknown/n.a.,yes,10.0
151072,2020-10-17,61,Blackdown Hills,GB,CD player / recorder,Display and sound equipment,Sony,yes,3.0
151075,2020-10-17,61,Blackdown Hills,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Fiskars,yes,10.0
151076,2020-10-17,61,Blackdown Hills,GB,Television,Display and sound equipment,Bush,yes,8.0
151077,2020-10-17,61,Blackdown Hills,GB,Television,Display and sound equipment,Samsung,yes,8.0
151078,2020-10-17,61,Blackdown Hills,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Wilkinson Sword,yes,10.0
151079,2020-10-17,61,Blackdown Hills,GB,Mirror,Furniture,Unknown/n.a.,yes,7.0
151080,2020-10-17,61,Blackdown Hills,GB,Chair,Furniture,Unknown/n.a.,yes,3.0
151081,2020-10-17,61,Blackdown Hills,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,9.0
151082,2020-10-17,61,Blackdown Hills,GB,Lawn edge cutter,Tools non-electric,Unknown/n.a.,yes,9.0
151083,2020-10-17,61,Blackdown Hills,GB,Lawn edge cutter,Tools non-electric,Wilkinson Sword,yes,9.0
151084,2020-10-17,61,Blackdown Hills,GB,Television,Display and sound equipment,Logik,yes,6.0
151086,2020-10-17,61,Blackdown Hills,GB,Chair,Furniture,Unknown/n.a.,yes,8.0
151087,2020-10-17,61,Blackdown Hills,GB,Chair,Furniture,Unknown/n.a.,yes,8.0
151089,2020-10-17,61,Blackdown Hills,GB,Trousers / pants,Textile,Unknown/n.a.,yes,5.0
151090,2020-10-17,61,Blackdown Hills,GB,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
151091,2020-10-17,61,Blackdown Hills,GB,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
151092,2020-10-17,61,Blackdown Hills,GB,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
151093,2020-10-17,61,Blackdown Hills,GB,Handheld vacuum cleaner,Household appliances electric,SilverCrest,no,5.0
151094,2020-10-17,61,Blackdown Hills,GB,Vacuum cleaner,Household appliances electric,Hoover,yes,3.0
151095,2020-10-17,61,Blackdown Hills,GB,Tablet,Computer equipment / phones,Samsung,no,5.0
151096,2020-10-17,61,Blackdown Hills,GB,Necklace / Chain,Jewelry,Unknown/n.a.,yes,7.0
151097,2020-10-17,61,Blackdown Hills,GB,Stool,Furniture,Laura Ashley,yes,9.0
151098,2020-10-17,61,Blackdown Hills,GB,Bracelet,Jewelry,Unknown/n.a.,yes,8.0
151099,2020-10-17,61,Blackdown Hills,GB,Sewing machine,Household appliances electric,Jones,yes,9.0
151100,2020-10-17,61,Blackdown Hills,GB,Jewelry,Jewelry,Unknown/n.a.,yes,7.0
151101,2020-10-17,61,Blackdown Hills,GB,Decoration,Other,Unknown/n.a.,yes,8.0
151102,2020-10-17,61,Blackdown Hills,GB,Towel rack,Furniture,Unknown/n.a.,yes,7.0
151103,2020-10-17,61,Blackdown Hills,GB,Curtain,Textile,Unknown/n.a.,yes,6.0
151104,2020-10-17,61,Blackdown Hills,GB,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
151105,2020-10-17,61,Blackdown Hills,GB,Vacuum cleaner,Household appliances electric,Panasonic,yes,3.0
151106,2020-10-17,61,Blackdown Hills,GB,Circular saw,Tools electric,Ryobi,yes,6.0
151107,2020-10-17,61,Blackdown Hills,GB,Decoration,Other,Unknown/n.a.,yes,7.0
151108,2020-10-17,61,Blackdown Hills,GB,Coat / Jacket,Textile,Springfield,yes,3.0
151109,2020-10-17,61,Blackdown Hills,GB,Bag,Textile,Unknown/n.a.,yes,7.0
151112,2020-10-17,61,Blackdown Hills,GB,Vacuum cleaner,Household appliances electric,Dyson,yes,10.0
151113,2020-10-17,61,Blackdown Hills,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,9.0
151114,2020-10-17,61,Blackdown Hills,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,9.0
151115,2020-10-17,61,Blackdown Hills,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,9.0
151117,2020-10-17,61,Blackdown Hills,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,8.0
151118,2020-10-17,61,Blackdown Hills,GB,Knife / knives / scissors,Tools non-electric,Unknown/n.a.,yes,8.0
151119,2020-10-17,61,Blackdown Hills,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,8.0
151120,2020-10-17,61,Blackdown Hills,GB,Spade / Shovel,Tools non-electric,Unknown/n.a.,yes,8.0
151121,2020-10-17,61,Blackdown Hills,GB,Hand saw,Tools non-electric,Unknown/n.a.,yes,8.0
151122,2020-10-17,61,Blackdown Hills,GB,Wrist watch,Clocks / alarm clocks,Majex,yes,9.0
151123,2020-10-17,61,Blackdown Hills,GB,Chainsaw,Tools non-electric,Oregon,yes,10.0
151124,2020-10-17,61,Blackdown Hills,GB,Television,Household appliances electric,Panasonic,yes,6.0
151125,2020-10-17,61,Blackdown Hills,GB,Vacuum cleaner,Household appliances electric,Dyson,yes,10.0
151126,2020-10-17,61,Blackdown Hills,GB,Chair,Furniture,Unknown/n.a.,yes,7.0
151127,2020-10-17,61,Blackdown Hills,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,10.0
151128,2020-10-17,61,Blackdown Hills,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,10.0
151129,2020-10-17,61,Blackdown Hills,GB,Chair,Furniture,Unknown/n.a.,yes,5.0
151130,2020-10-17,61,Blackdown Hills,GB,Chair,Furniture,Unknown/n.a.,yes,5.0
151131,2020-10-17,61,Blackdown Hills,GB,Vacuum cleaner,Household appliances electric,Dyson,yes,10.0
151132,2020-10-17,61,Blackdown Hills,GB,Knife / knives / scissors,Tools non-electric,Taylor-Witness,yes,6.0
151133,2020-10-17,61,Blackdown Hills,GB,Iron,Household appliances electric,Unknown/n.a.,yes,5.0
151134,2020-10-17,61,Blackdown Hills,GB,Chisel,Tools non-electric,Unknown/n.a.,yes,9.0
151135,2020-10-17,61,Blackdown Hills,GB,Chisel,Tools non-electric,Unknown/n.a.,yes,9.0
151136,2020-10-17,61,Blackdown Hills,GB,Chisel,Tools non-electric,Unknown/n.a.,yes,9.0
151137,2020-10-17,61,Blackdown Hills,GB,Chisel,Tools non-electric,Unknown/n.a.,yes,9.0
151138,2020-10-17,61,Blackdown Hills,GB,Chisel,Tools non-electric,Unknown/n.a.,yes,9.0
151139,2020-10-17,61,Blackdown Hills,GB,Tape recorder,Display and sound equipment,Grundig,yes,6.0
151140,2020-10-17,61,Blackdown Hills,GB,Alarm clock,Clocks / alarm clocks,Ingersoll,yes,5.0
151142,2020-10-17,61,Blackdown Hills,GB,Mirror,Other,Unknown/n.a.,yes,8.0
151143,2020-10-17,61,Blackdown Hills,GB,Decoration,Other,Unknown/n.a.,yes,3.0
151151,2020-10-17,61,Blackdown Hills,GB,Jewelry,Jewelry,Unknown/n.a.,yes,6.0
151152,2020-10-17,61,Blackdown Hills,GB,Jewelry,Jewelry,Unknown/n.a.,yes,6.0
151153,2020-10-17,61,Blackdown Hills,GB,Jewelry,Jewelry,Unknown/n.a.,yes,6.0
151154,2020-10-17,61,Blackdown Hills,GB,Jewelry,Jewelry,Unknown/n.a.,yes,6.0
151155,2020-10-17,61,Blackdown Hills,GB,Jewelry,Jewelry,Unknown/n.a.,yes,6.0
151156,2020-10-17,61,Blackdown Hills,GB,Vacuum cleaner,Household appliances electric,Dyson,yes,9.0
151157,2020-10-17,61,Blackdown Hills,GB,Wrist watch,Clocks / alarm clocks,Zenith,yes,3.0
151158,2020-10-17,61,Blackdown Hills,GB,Knife / knives / scissors,Tools non-electric,Unknown/n.a.,yes,5.0
151159,2020-10-17,61,Blackdown Hills,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,5.0
151160,2020-10-17,61,Blackdown Hills,GB,Axe / Hatchet,Tools non-electric,Unknown/n.a.,yes,2.0
151161,2020-10-17,61,Blackdown Hills,GB,Chisel,Tools non-electric,Unknown/n.a.,yes,2.0
151162,2020-10-17,61,Blackdown Hills,GB,Chisel,Tools non-electric,Unknown/n.a.,yes,2.0
151163,2020-10-17,61,Blackdown Hills,GB,Chisel,Tools non-electric,Unknown/n.a.,yes,2.0
151164,2020-10-17,61,Blackdown Hills,GB,Paper shredder,Household appliances electric,Amazon,yes,9.0
151165,2020-10-17,61,Blackdown Hills,GB,Sewing machine,Household appliances electric,Riccar,yes,9.0
151166,2020-10-17,61,Blackdown Hills,GB,Radio,Display and sound equipment,Akai,yes,7.0
151167,2020-10-17,61,Blackdown Hills,GB,Vacuum cleaner,Household appliances electric,Henry,yes,7.0
151168,2020-10-17,61,Blackdown Hills,GB,Table,Furniture,Unknown/n.a.,yes,8.0
151169,2020-10-17,61,Blackdown Hills,GB,Christmas lights,Household appliances electric,Unknown/n.a.,yes,10.0
151170,2020-10-17,61,Blackdown Hills,GB,Food processor,Household appliances electric,Kenwood,yes,10.0
151171,2020-10-17,61,Blackdown Hills,GB,Lamp / Lighting,Household appliances electric,Unknown/n.a.,yes,6.0
151172,2020-10-17,61,Blackdown Hills,GB,Lamp / Lighting,Household appliances electric,Unknown/n.a.,yes,6.0
151173,2020-10-17,61,Blackdown Hills,GB,Spade / Shovel,Tools non-electric,Unknown/n.a.,yes,8.0
151174,2020-10-17,61,Blackdown Hills,GB,Radio,Display and sound equipment,John Lewis,yes,7.0
151175,2020-10-17,61,Blackdown Hills,GB,Necklace / Chain,Jewelry,Unknown/n.a.,yes,8.0
151176,2020-10-17,61,Blackdown Hills,GB,Vacuum cleaner,Household appliances electric,Dyson,yes,10.0
151177,2020-10-17,61,Blackdown Hills,GB,Electric lawnmower,Tools electric,Garden Gear,yes,1.0
151179,2020-10-17,61,Blackdown Hills,GB,Vacuum cleaner,Household appliances electric,Zanussi,yes,9.0
151180,2020-10-17,61,Blackdown Hills,GB,Sheet,Textile,Unknown/n.a.,yes,10.0
151181,2020-10-17,61,Blackdown Hills,GB,Pillow case,Textile,Unknown/n.a.,yes,10.0
151182,2020-10-17,61,Blackdown Hills,GB,Clock,Household appliances non-electric,Unknown/n.a.,yes,7.0
151183,2020-10-17,61,Blackdown Hills,GB,Vacuum cleaner,Household appliances electric,Hoover,yes,9.0
151184,2020-10-17,61,Blackdown Hills,GB,Bracelet,Jewelry,Unknown/n.a.,no,1.0
151185,2020-10-17,61,Blackdown Hills,GB,Necklace / Chain,Jewelry,Unknown/n.a.,yes,9.0
151186,2020-10-17,61,Blackdown Hills,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,9.0
151187,2020-10-17,61,Blackdown Hills,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,9.0
151188,2020-10-17,61,Blackdown Hills,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,9.0
151189,2020-10-17,61,Blackdown Hills,GB,Pressure washer / High-pressure cleaner / Jet washer,Tools electric,Kärcher,yes,5.0
151190,2020-10-17,61,Blackdown Hills,GB,Garden gate,Other,Unknown/n.a.,yes,8.0
151192,2020-10-17,61,Blackdown Hills,GB,Chopping board / Cutting board,Household appliances non-electric,Unknown/n.a.,yes,9.0
151193,2020-10-17,61,Blackdown Hills,GB,Mirror,Household appliances non-electric,Unknown/n.a.,yes,1.0
151194,2020-10-17,61,Blackdown Hills,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,9.0
